Attrition;JobRole;OverTime;YearsInCurrentRole;YearsWithCurrManager;Age;YearsAtCompany;StockOptionLevel;JobInvolvement;BusinessTravel;JobSatisfaction;EnvironmentSatisfaction;DistanceFromHome;WorkLifeBalance;TrainingTimesLastYear;DailyRate;MonthlyIncome;AgeGroup;IncomeGroup;CurrentRoleYearsGroup;Attrition_bin;Attrition_Prob_ML;PC1;PC2;Cluster_K3;RiskTier;Attrition_Prob_Tree;Tree_Segment
No;Manufacturing Director;No;7;8;37;10;1;3;Travel_Rarely;3;Moderately satisfied;3;3;2;482;9434;36-45;8001-10000;5-8;0;0.033398837148065685;2930.8566516162537;-322.4370606101603;2;Low;0.06491499227202473;24
No;Sales Executive;No;0;2;29;6;1;3;Travel_Rarely;3;Moderately satisfied;3;2;5;1176;5561;26-35;4001-6000;0-4;0;0.02950331972914424;-941.6917475072323;374.14100887277266;0;Low;0.06491499227202473;24
No;Research Scientist;No;11;8;35;17;0;1;Travel_Rarely;4;Moderately satisfied;6;3;3;1017;6646;26-35;6001-8000;9-12;0;0.050535300034411285;143.21913251806473;214.41255594153552;2;Low;0.21212121212121213;23
No;Healthcare Representative;No;11;7;33;13;1;3;Travel_Frequently;4;Moderately satisfied;6;1;2;1296;7725;26-35;6001-8000;9-12;0;0.053016491914064094;1222.3988687890696;492.69737697216203;2;Low;0.08333333333333333;21
No;Human Resources;No;7;1;54;9;1;3;Travel_Rarely;2;Moderately satisfied;19;4;1;397;10725;46-55;10000+;5-8;0;0.08236653602491364;4221.812356719804;-408.29248804143265;2;Low;0.06491499227202473;24
No;Manufacturing Director;Yes;2;2;36;3;1;2;Travel_Rarely;2;Moderately satisfied;9;3;2;913;8847;36-45;8001-10000;0-4;0;0.05100940081951655;2344.135206939607;108.95755504010265;2;Low;0.1111111111111111;17
No;Research Scientist;No;2;1;27;4;0;2;Travel_Rarely;4;Dissatisfied;3;3;0;1115;2045;26-35;2001-4000;0-4;0;0.10192202577517072;-4457.7318530469465;315.4807622226723;0;Low;0.06491499227202473;24
Yes;Research Scientist;Yes;0;1;20;1;0;3;Travel_Rarely;3;Satisfied;10;3;5;1362;1009;19-25;0-2000;0-4;1;0.8375571030972877;-5493.575954625807;563.1696756307018;0;High;0.875;3
Yes;Research Scientist;Yes;8;7;33;10;0;3;Travel_Frequently;1;Dissatisfied;3;3;3;1076;3348;26-35;2001-4000;5-8;1;0.3882863272457786;-3154.746016896345;275.61025951131444;0;Medium;0.28865979381443296;16
No;Laboratory Technician;No;0;0;35;1;2;2;Non-Travel;3;Moderately satisfied;3;3;3;727;1281;26-35;0-2000;0-4;0;0.12074535452044721;-5221.984351874198;-72.00766101534896;0;Low;0.0;10
No;Research Scientist;No;2;2;23;3;1;4;Travel_Rarely;1;Dissatisfied;4;4;3;885;2819;19-25;2001-4000;0-4;0;0.06378052813882619;-3683.8899695171635;84.9655880033614;0;Low;0.06491499227202473;24
No;Sales Executive;No;2;2;25;3;1;4;Travel_Rarely;2;Satisfied;8;3;4;810;4851;19-25;4001-6000;0-4;0;0.04511502657249743;-1651.9400216224776;8.614130535308504;0;Low;0.06491499227202473;24
No;Sales Executive;No;7;5;38;7;0;2;Travel_Rarely;4;Satisfied;7;3;2;243;4028;36-45;4001-6000;5-8;0;0.04463016579737025;-2475.298981895146;-557.8389296691005;0;Low;0.06491499227202473;24
No;Research Scientist;No;7;8;29;10;1;1;Travel_Frequently;4;Moderately satisfied;1;3;5;806;2720;26-35;2001-4000;5-8;0;0.09378513109171666;-3782.92890339854;6.02753275671455;0;Low;0.21212121212121213;23
No;Sales Executive;No;2;2;48;2;0;4;Travel_Rarely;2;Moderately satisfied;2;3;3;817;8120;46-55;8001-10000;0-4;0;0.0517055951947946;1617.0831853651953;13.4443645968488;2;Low;0.06491499227202473;24
No;Sales Executive;Yes;5;4;27;6;2;4;Travel_Frequently;4;Satisfied;3;3;3;1410;4647;26-35;4001-6000;5-8;0;0.06403117461714201;-1855.535078899784;608.7485771178732;0;Low;0.1111111111111111;17
No;Research Scientist;No;0;0;37;1;0;4;Travel_Rarely;4;Satisfied;10;3;2;1225;4680;36-45;4001-6000;0-4;0;0.0826782885398145;-1822.6545849039258;423.7309456618217;0;Low;0.13793103448275862;9
No;Laboratory Technician;Yes;8;8;50;20;3;4;Travel_Rarely;3;Satisfied;28;3;3;1207;3221;46-55;2001-4000;5-8;0;0.07756590836389991;-3281.6360083745717;406.6893848064277;0;Low;0.1111111111111111;17
No;Healthcare Representative;No;7;7;34;8;0;2;Travel_Rarely;2;Satisfied;9;4;3;1442;8621;26-35;8001-10000;5-8;0;0.06015468160150058;2118.491575862019;638.103397302577;2;Low;0.06491499227202473;24
Yes;Sales Executive;No;2;0;24;2;0;3;Travel_Rarely;3;Dissatisfied;3;3;3;693;4577;19-25;4001-6000;0-4;1;0.2576993790733319;-1926.0196092080623;-108.20226092057351;0;Medium;0.06491499227202473;24
No;Healthcare Representative;No;7;10;39;20;0;2;Travel_Rarely;3;Satisfied;2;3;4;408;4553;36-45;4001-6000;5-8;0;0.024251184103150355;-1950.1785994957781;-393.19640429462675;0;Low;0.06491499227202473;24
No;Sales Executive;No;7;8;32;10;0;3;Travel_Rarely;4;Satisfied;10;2;2;929;5396;26-35;4001-6000;5-8;0;0.04938223617130241;-1106.8469881386036;127.24726086422311;0;Low;0.06491499227202473;24
Yes;Sales Executive;Yes;3;3;50;4;1;3;Travel_Frequently;3;Moderately satisfied;8;3;4;562;6796;46-55;6001-8000;0-4;1;0.4457438533763631;292.91843306488045;-240.67641020174983;2;Medium;0.1111111111111111;17
No;Healthcare Representative;No;7;8;38;9;0;4;Travel_Rarely;4;Moderately satisfied;1;2;4;827;7625;36-45;6001-8000;5-8;0;0.02999034499460231;1122.088354347;23.76713127499613;2;Low;0.06491499227202473;24
No;Manufacturing Director;No;7;7;27;9;0;3;Travel_Rarely;1;Moderately satisfied;1;3;3;608;7412;26-35;6001-8000;5-8;0;0.06749733820886165;908.9319258497671;-195.09295801686858;2;Low;0.06491499227202473;24
No;Research Director;No;7;7;32;7;0;3;Travel_Rarely;4;Moderately satisfied;3;3;6;1018;11159;26-35;10000+;5-8;0;0.02576711079260431;4656.204534042932;212.41652056825808;2;Low;0.06491499227202473;24
No;Sales Executive;No;7;7;47;7;0;3;Travel_Rarely;1;Satisfied;14;3;2;703;4960;46-55;4001-6000;5-8;0;0.08686686549833816;-1542.9847693716274;-98.45902227804675;0;Low;0.06491499227202473;24
No;Sales Executive;Yes;13;12;40;18;1;2;Travel_Frequently;1;Satisfied;5;3;2;580;10475;36-45;10000+;13-16;0;0.07400896162653055;3971.9318059431644;-225.1347796956769;2;Low;0.1111111111111111;17
No;Research Director;No;1;3;53;5;0;4;Travel_Rarely;3;Moderately satisfied;7;3;3;970;14814;46-55;10000+;0-4;0;0.020123602274264223;8311.185100450419;161.99000604038463;1;Low;0.06491499227202473;24
No;Manager;No;6;6;41;21;3;2;Travel_Rarely;4;Moderately satisfied;10;2;2;427;19141;36-45;10000+;5-8;0;0.07576416149790255;12637.820718697492;-383.89948610981656;1;Low;0.06491499227202473;24
No;Sales Executive;No;2;2;60;2;0;3;Travel_Rarely;1;Dissatisfied;16;3;1;1179;5405;56-65;4001-6000;0-4;0;0.10107152940082088;-1097.662077983081;377.2503557138572;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;7;7;27;9;2;3;Travel_Frequently;1;Satisfied;10;2;4;294;8793;26-35;8001-10000;5-8;0;0.08992829126842702;2289.721335480537;-510.01196820593447;2;Low;0.06491499227202473;24
No;Manager;No;7;10;41;22;1;2;Travel_Rarely;3;Satisfied;1;3;3;314;19189;36-45;10000+;5-8;0;0.015411881902044696;12685.74773312219;-496.9323173324222;1;Low;0.06491499227202473;24
No;Sales Representative;No;2;2;50;2;1;3;Travel_Rarely;2;Satisfied;8;3;2;316;3875;46-55;2001-4000;0-4;0;0.04339117037252657;-2628.2442952254437;-484.7320939783127;0;Low;0.06491499227202473;24
Yes;Research Scientist;Yes;7;7;28;7;0;1;Travel_Rarely;2;Dissatisfied;1;3;4;654;2216;26-35;2001-4000;5-8;1;0.8253609602455041;-4287.032764276468;-145.63555364029128;0;High;0.5833333333333334;14
No;Research Director;No;7;5;36;8;1;4;Non-Travel;1;Dissatisfied;8;3;2;427;11713;36-45;10000+;5-8;0;0.05785610445711903;5209.814638638627;-378.9517593579529;2;Low;0.06491499227202473;24
No;Manufacturing Director;Yes;0;0;38;1;0;3;Travel_Rarely;3;Moderately satisfied;1;4;4;168;7861;36-45;6001-8000;0-4;0;0.10046410560894299;1357.6401609086415;-635.3836437582146;2;Low;0.3333333333333333;11
No;Laboratory Technician;No;2;4;44;5;0;1;Non-Travel;3;Dissatisfied;24;3;5;381;3708;36-45;2001-4000;0-4;0;0.24961045798737408;-2795.204668793606;-419.62596930160527;0;Medium;0.21212121212121213;23
No;Sales Executive;Yes;2;13;47;22;2;3;Travel_Frequently;3;Satisfied;3;2;2;217;13770;46-55;10000+;0-4;0;0.10600836814415156;7266.6936302127415;-590.3278975101783;1;Low;0.1111111111111111;17
No;Sales Executive;No;7;7;30;8;1;3;Travel_Rarely;4;Moderately satisfied;27;2;2;501;5304;26-35;4001-6000;5-8;0;0.05337907798198026;-1199.1357365093254;-300.69184298861273;0;Low;0.06491499227202473;24
No;Sales Representative;No;0;0;29;1;0;3;Travel_Rarely;3;Moderately satisfied;10;3;6;1396;2642;26-35;2001-4000;0-4;0;0.15234670262727304;-3860.546579808464;596.0850752598802;0;Low;0.6285714285714286;5
Yes;Research Scientist;Yes;2;2;42;2;0;4;Travel_Frequently;3;Moderately satisfied;19;3;2;933;2759;36-45;2001-4000;0-4;1;0.2228875321424341;-3743.840714109507;133.00766380552648;0;Medium;0.28865979381443296;16
No;Sales Executive;No;2;2;43;2;1;2;Travel_Frequently;4;Satisfied;15;3;5;775;6804;36-45;6001-8000;0-4;0;0.05538122960412449;301.0512914158917;-27.682245212845714;2;Low;0.06491499227202473;24
No;Healthcare Representative;No;1;3;34;5;0;3;Travel_Rarely;3;Moderately satisfied;8;3;2;970;6142;26-35;6001-8000;0-4;0;0.02878634437184744;-360.82480923991807;167.7551501642696;2;Low;0.06491499227202473;24
No;Laboratory Technician;No;3;2;23;4;1;3;Travel_Rarely;1;Moderately satisfied;9;4;2;650;2500;19-25;2001-4000;0-4;0;0.06035705958513231;-4003.0452210145536;-149.82321619942627;0;Low;0.06491499227202473;24
No;Human Resources;No;3;6;39;8;1;4;Travel_Rarely;2;Moderately satisfied;3;1;3;141;6389;36-45;6001-8000;0-4;0;0.07021926181525034;-114.36836252569992;-661.4097032681062;2;Low;0.45;20
No;Healthcare Representative;No;7;1;56;10;0;3;Travel_Rarely;4;Moderately satisfied;9;2;1;832;11103;56-65;10000+;5-8;0;0.06911405789812575;4600.104309703271;26.45682299174996;2;Low;0.06491499227202473;24
No;Research Scientist;Yes;2;3;40;4;0;2;Travel_Rarely;4;Satisfied;2;2;2;804;2342;36-45;2001-4000;0-4;0;0.15577784994421917;-4160.925969162666;4.285059533957337;0;Low;0.5833333333333334;14
No;Healthcare Representative;No;6;7;27;7;0;2;Travel_Rarely;1;Satisfied;7;1;2;975;6811;26-35;6001-8000;5-8;0;0.06296365410879322;308.1749478042184;172.30724459700684;2;Low;0.08333333333333333;21
No;Sales Representative;No;2;2;29;2;2;3;Travel_Rarely;2;Satisfied;10;3;2;1090;2297;26-35;2001-4000;0-4;0;0.05693888630719537;-4205.748081203876;290.313818307662;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;2;2;53;2;0;3;Travel_Rarely;4;Satisfied;6;3;4;346;2450;46-55;2001-4000;0-4;0;0.05398373623301925;-4053.2199917497237;-453.78351507243417;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;0;0;35;1;1;3;Non-Travel;1;Satisfied;2;4;2;1225;5093;26-35;4001-6000;0-4;0;0.13355355677516567;-1409.6566900552234;423.45644198690377;0;Low;0.13793103448275862;9
No;Laboratory Technician;No;8;7;32;10;2;3;Travel_Frequently;4;Dissatisfied;24;3;2;430;5309;26-35;4001-6000;5-8;0;0.08566400466292545;-1194.1793762295083;-371.6956216605726;0;Low;0.06491499227202473;24
No;Research Scientist;Yes;0;1;38;1;1;3;Travel_Rarely;3;Satisfied;2;1;0;268;3057;36-45;2001-4000;0-4;0;0.28774037749512327;-3446.28836965809;-532.188335297478;0;Medium;0.3333333333333333;11
No;Manufacturing Director;No;0;0;34;0;1;3;Travel_Rarely;1;Moderately satisfied;8;3;3;167;5121;26-35;4001-6000;0-4;0;0.0741605933287899;-1382.362574445001;-634.5618550164235;0;Low;0.0;10
No;Manager;No;6;16;52;34;0;2;Travel_Rarely;1;Moderately satisfied;3;4;3;621;16856;46-55;10000+;5-8;0;0.02895747407834167;10352.97425148796;-188.3880143858246;1;Low;0.06491499227202473;24
Yes;Research Scientist;Yes;9;8;33;10;0;3;Travel_Rarely;4;Satisfied;1;2;2;527;2686;26-35;2001-4000;9-12;1;0.21021461826526566;-3817.1100888750525;-272.9488259905263;0;Medium;0.28865979381443296;16
No;Sales Executive;No;5;4;25;6;0;3;Travel_Rarely;4;Moderately satisfied;26;2;5;883;6180;19-25;6001-8000;5-8;0;0.0694791877644543;-322.8898714050547;80.72634305803945;2;Low;0.06491499227202473;24
No;Sales Representative;No;7;1;45;8;0;1;Travel_Rarely;3;Moderately satisfied;2;3;3;954;6632;36-45;6001-8000;5-8;0;0.05965741072135562;129.17809547521665;151.43050208137095;2;Low;0.21212121212121213;23
No;Research Scientist;No;2;2;23;2;0;4;Travel_Rarely;3;Dissatisfied;10;3;3;310;3505;19-25;2001-4000;0-4;0;0.08251023380151669;-2998.274133673951;-490.490310312148;0;Low;0.06491499227202473;24
Yes;Sales Executive;Yes;4;3;47;5;0;4;Travel_Frequently;3;Moderately satisfied;27;3;2;719;6397;46-55;6001-8000;0-4;1;0.5814560586761824;-105.97919321613972;-83.41393745123389;2;High;0.28865979381443296;16
No;Sales Executive;No;5;4;34;6;0;3;Travel_Rarely;4;Satisfied;2;3;5;304;6274;26-35;6001-8000;5-8;0;0.033564179242118235;-229.26586822009995;-498.3322157912137;2;Low;0.06491499227202473;24
Yes;Manager;Yes;2;4;55;5;1;3;Travel_Rarely;1;Satisfied;2;3;2;725;19859;46-55;10000+;0-4;1;0.41568473593304683;13356.019700524392;-86.36512529060587;1;Medium;0.1111111111111111;17
No;Sales Executive;No;7;9;36;10;0;2;Non-Travel;1;Dissatisfied;8;3;1;1434;7587;36-45;6001-8000;5-8;0;0.04414521208893264;1084.4911390810794;630.7897782703805;2;Low;0.06491499227202473;24
No;Research Scientist;No;3;2;52;4;1;3;Non-Travel;4;Satisfied;19;3;3;715;4258;46-55;4001-6000;0-4;0;0.03519994504770469;-2244.9759297588407;-85.98870483494636;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;2;0;26;2;1;1;Travel_Frequently;4;Dissatisfied;1;3;2;575;4364;26-35;4001-6000;0-4;0;0.15589148498127509;-2139.095973431844;-226.06002644091166;0;Low;0.21212121212121213;23
No;Healthcare Representative;No;7;1;29;8;1;3;Travel_Rarely;3;Moderately satisfied;27;2;3;657;4335;26-35;4001-6000;5-8;0;0.05597380245548185;-2168.033499996368;-144.04603643789676;0;Low;0.06491499227202473;24
Yes;Sales Executive;No;3;2;26;4;0;2;Travel_Rarely;1;Satisfied;8;2;2;1146;5326;26-35;4001-6000;0-4;1;0.3532991541026301;-1176.714995297325;344.29739690750046;0;Medium;0.06491499227202473;24
No;Research Scientist;No;2;3;34;4;0;4;Travel_Rarely;4;Moderately satisfied;1;3;2;182;3280;26-35;2001-4000;0-4;0;0.029335508296371552;-3223.346614739387;-618.3393436127969;0;Low;0.06491499227202473;24
No;Manufacturing Director;Yes;3;4;54;5;2;3;Travel_Rarely;1;Satisfied;19;3;4;376;5485;46-55;4001-6000;0-4;0;0.06410794132284413;-1018.1995716396996;-425.80562670787833;0;Low;0.1111111111111111;17
No;Sales Executive;No;2;1;27;4;1;3;Travel_Frequently;4;Moderately satisfied;8;3;3;829;4342;26-35;4001-6000;0-4;0;0.05829117245935893;-2160.9245537905663;27.95272435814843;0;Low;0.06491499227202473;24
No;Research Scientist;Yes;3;3;37;5;2;3;Travel_Rarely;1;Satisfied;10;2;3;571;2782;36-45;2001-4000;0-4;0;0.12562372608239225;-3721.083638664268;-229.00924306209163;0;Low;0.1111111111111111;17
No;Manufacturing Director;Yes;7;12;38;15;0;4;Travel_Frequently;1;Dissatisfied;2;3;2;240;5980;36-45;4001-6000;5-8;0;0.09298305108359843;-523.2955957779068;-562.1433589948792;0;Low;0.28865979381443296;16
No;Research Scientist;No;5;3;34;6;0;2;Travel_Rarely;1;Moderately satisfied;2;3;3;121;4381;26-35;4001-6000;5-8;0;0.06821050325613236;-2122.3860604222446;-680.0730995039426;0;Low;0.06491499227202473;24
No;Sales Representative;No;2;2;35;3;1;3;Travel_Rarely;4;Dissatisfied;8;2;1;384;2572;26-35;2001-4000;0-4;0;0.059970216318246714;-3931.2116331611073;-415.8681289648485;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;2;2;30;2;2;1;Travel_Rarely;3;Satisfied;1;3;2;921;3833;26-35;2001-4000;0-4;0;0.1571806322101796;-2669.8608502916513;120.2931588392496;0;Low;0.21212121212121213;23
No;Healthcare Representative;No;7;7;40;8;1;4;Travel_Frequently;2;Moderately satisfied;2;3;2;791;4244;36-45;4001-6000;5-8;0;0.023354676193586502;-2258.9312747586237;-9.983076446085079;0;Low;0.06491499227202473;24
No;Sales Executive;No;2;2;34;3;1;3;Travel_Rarely;1;Moderately satisfied;8;3;1;1111;6500;26-35;6001-8000;0-4;0;0.04834495582341849;-2.7326466530312246;308.5183203624225;2;Low;0.06491499227202473;24
No;Manager;No;7;9;42;24;1;3;Travel_Frequently;4;Moderately satisfied;8;2;4;570;18430;36-45;10000+;5-8;0;0.02969111583360539;11926.92065533743;-240.4288085125578;1;Low;0.06491499227202473;24
Yes;Laboratory Technician;Yes;0;0;23;0;2;4;Travel_Rarely;1;Moderately satisfied;6;3;2;1243;1601;19-25;0-2000;0-4;1;0.8489611643909101;-4901.653623416739;443.77767819933445;0;High;0.875;3
No;Laboratory Technician;No;0;0;24;1;3;2;Non-Travel;2;Moderately satisfied;9;3;4;1092;2694;19-25;2001-4000;0-4;0;0.13638765690578067;-3808.753710793153;292.0500226415596;0;Low;0.30434782608695654;6
No;Laboratory Technician;No;2;4;52;5;1;3;Travel_Rarely;3;Satisfied;11;3;3;1325;3149;46-55;2001-4000;0-4;0;0.03628409456347347;-3353.567794133964;524.7482030513676;0;Low;0.06491499227202473;24
No;Research Director;No;3;3;50;4;0;3;Travel_Rarely;3;Moderately satisfied;2;3;3;691;17639;46-55;10000+;0-4;0;0.022848901979381255;11135.993776949677;-118.88828514647662;1;Low;0.06491499227202473;24
Yes;Laboratory Technician;Yes;0;0;29;1;1;2;Travel_Rarely;1;Moderately satisfied;1;3;1;805;2319;26-35;2001-4000;0-4;1;0.8516938253981107;-4183.939249378096;5.3008780662490835;0;High;0.875;3
No;Research Director;No;9;7;33;13;0;3;Travel_Rarely;3;Moderately satisfied;7;4;3;213;11691;26-35;10000+;9-12;0;0.030434080163006208;5187.673770721269;-592.9407494757836;2;Low;0.06491499227202473;24
Yes;Sales Executive;No;2;2;33;3;0;3;Travel_Rarely;1;Dissatisfied;16;3;3;118;5324;26-35;4001-6000;0-4;1;0.46365325790591316;-1179.3934901342755;-683.6999987895967;0;Medium;0.06491499227202473;24
No;Manager;Yes;14;0;47;26;1;3;Travel_Rarely;4;Moderately satisfied;2;2;3;202;16752;46-55;10000+;13-16;0;0.046075797358156;10248.683424631721;-607.3094978526714;1;Low;0.1111111111111111;17
No;Manufacturing Director;No;7;5;36;9;1;3;Travel_Rarely;2;Moderately satisfied;1;3;2;676;5228;36-45;4001-6000;5-8;0;0.0254380698255419;-1275.0124572639688;-125.638221289184;0;Low;0.06491499227202473;24
No;Research Scientist;No;7;7;29;10;1;4;Travel_Rarely;3;Moderately satisfied;23;3;3;1252;2700;26-35;2001-4000;5-8;0;0.03713347162190216;-3802.6329891373625;452.0389010867767;0;Low;0.06491499227202473;24
Yes;Research Director;Yes;15;8;58;31;0;3;Travel_Rarely;2;Satisfied;2;3;2;286;19246;56-65;10000+;13-16;1;0.5711766971591398;12742.753161244074;-524.9719347260614;1;High;0.28865979381443296;16
No;Research Scientist;No;2;2;35;2;0;4;Travel_Rarely;3;Satisfied;1;3;0;1258;2506;26-35;2001-4000;0-4;0;0.08347878503277882;-3996.630448224754;458.17649235083206;0;Low;0.06491499227202473;24
No;Manufacturing Director;Yes;3;2;42;4;1;2;Travel_Rarely;4;Satisfied;1;3;4;932;6062;36-45;6001-8000;0-4;0;0.03313870164378569;-440.84242170455127;129.8113714539993;2;Low;0.1111111111111111;17
Yes;Research Scientist;No;2;1;28;2;0;3;Travel_Rarely;3;Moderately satisfied;2;2;3;890;4382;26-35;4001-6000;0-4;1;0.3557410969607074;-2120.8842292972486;88.9278934396284;0;Medium;0.06491499227202473;24
No;Human Resources;No;2;4;36;5;1;3;Travel_Rarely;2;Moderately satisfied;13;3;2;1041;2143;36-45;2001-4000;0-4;0;0.057573102962258094;-4359.771289828336;241.41467311349663;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;13;8;32;14;1;2;Travel_Rarely;3;Moderately satisfied;4;3;3;859;6162;26-35;6001-8000;13-16;0;0.02552164721848034;-340.8897859225435;56.73626651460859;2;Low;0.06491499227202473;24
No;Laboratory Technician;No;0;0;40;1;0;2;Travel_Frequently;3;Dissatisfied;16;3;6;720;5094;36-45;4001-6000;0-4;0;0.2098644820169107;-1408.9883407087946;-81.54458156849319;0;Medium;0.13793103448275862;9
No;Manufacturing Director;Yes;0;0;30;0;0;2;Travel_Rarely;4;Moderately satisfied;2;2;4;946;6877;26-35;6001-8000;0-4;0;0.37655777105282806;374.15037766977093;143.26991003051887;2;Medium;0.875;3
No;Research Scientist;No;0;0;45;1;0;2;Travel_Rarely;3;Moderately satisfied;2;3;3;252;2274;36-45;2001-4000;0-4;0;0.09347818565388964;-4229.291748258916;-547.666503209288;0;Low;0.0;10
No;Manufacturing Director;No;8;8;42;9;1;3;Travel_Rarely;2;Moderately satisfied;29;2;3;933;4434;36-45;4001-6000;5-8;0;0.05854400252590351;-2068.834622351079;131.8873565988191;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;3;2;38;4;1;2;Travel_Frequently;1;Dissatisfied;12;2;3;471;6288;36-45;6001-8000;0-4;0;0.06930113783533133;-215.15360007823438;-331.34065493106016;2;Low;0.06491499227202473;24
No;Research Scientist;No;2;3;34;5;0;2;Travel_Frequently;4;Moderately satisfied;16;3;3;702;2553;26-35;2001-4000;0-4;0;0.0687758665961979;-3949.9996410147605;-97.85822023061758;0;Low;0.06491499227202473;24
Yes;Sales Executive;No;8;7;49;9;2;3;Travel_Rarely;4;Moderately satisfied;11;4;3;1184;7654;46-55;6001-8000;5-8;1;0.40612841719951764;1151.3362822954768;380.74866665569414;2;Medium;0.06491499227202473;24
Yes;Sales Executive;No;7;3;55;9;0;3;Travel_Rarely;4;Moderately satisfied;2;2;3;436;5160;46-55;4001-6000;5-8;1;0.36484864169771974;-1343.1542836639428;-365.589360559814;0;Medium;0.06491499227202473;24
No;Research Director;No;1;0;43;4;1;3;Travel_Rarely;1;Moderately satisfied;14;3;3;589;17159;36-45;10000+;0-4;0;0.025542356546099515;10655.917904945332;-220.57067075755617;1;Low;0.06491499227202473;24
No;Research Director;Yes;8;8;27;9;1;2;Travel_Rarely;4;Moderately satisfied;5;3;3;269;12808;26-35;10000+;5-8;0;0.062377034133032104;6304.70149303785;-537.6822931407619;1;Low;0.1111111111111111;17
No;Manufacturing Director;No;5;6;35;8;0;3;Travel_Rarely;3;Moderately satisfied;7;4;3;950;10221;26-35;10000+;5-8;0;0.030526052425230987;3718.1628497107777;145.039913895297;2;Low;0.06491499227202473;24
No;Sales Executive;Yes;7;5;28;8;0;3;Travel_Rarely;2;Moderately satisfied;2;3;2;760;4779;26-35;4001-6000;5-8;0;0.15431706363429665;-1723.9645786902902;-41.34041151665974;0;Low;0.28865979381443296;16
No;Human Resources;No;2;2;34;3;1;3;Travel_Rarely;4;Moderately satisfied;3;1;1;829;3737;26-35;2001-4000;0-4;0;0.04688289251544784;-2765.917491394365;28.357147908413367;0;Low;0.08333333333333333;21
Yes;Research Scientist;Yes;7;7;26;8;1;2;Travel_Frequently;3;Moderately satisfied;5;3;2;887;2366;26-35;2001-4000;5-8;1;0.5977163660765339;-4136.879247149671;87.26351498708755;0;High;0.5833333333333334;14
No;Research Scientist;No;0;0;27;0;3;3;Non-Travel;4;Satisfied;3;2;6;443;1706;26-35;0-2000;0-4;0;0.07673475157739867;-4797.182183185384;-356.2904987381755;0;Low;0.30434782608695654;6
